Price,Close,High,Low,Open,Volume,RSI,Signal
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,,
Datetime,,,,,,,
2025-03-25 00:00:00+00:00,1.080263614654541,1.0804970264434814,1.0801469087600708,1.0804970264434814,0,,NEUTRE
2025-03-25 00:15:00+00:00,1.0800302028656006,1.080263614654541,1.0800302028656006,1.080263614654541,0,,NEUTRE
2025-03-25 00:30:00+00:00,1.0800302028656006,1.0800302028656006,1.07991361618042,1.0800302028656006,0,,NEUTRE
2025-03-25 00:45:00+00:00,1.0803803205490112,1.0804970264434814,1.0800302028656006,1.0800302028656006,0,,NEUTRE
2025-03-25 01:00:00+00:00,1.0807305574417114,1.0807305574417114,1.0803803205490112,1.0803803205490112,0,,NEUTRE
2025-03-25 01:15:00+00:00,1.0807305574417114,1.0810810327529907,1.0807305574417114,1.0807305574417114,0,,NEUTRE
2025-03-25 01:30:00+00:00,1.0807305574417114,1.0807305574417114,1.0806137323379517,1.0807305574417114,0,,NEUTRE
2025-03-25 01:45:00+00:00,1.0804970264434814,1.080964207649231,1.0804970264434814,1.0807305574417114,0,,NEUTRE
2025-03-25 02:00:00+00:00,1.0807305574417114,1.0807305574417114,1.0803803205490112,1.0804970264434814,0,,NEUTRE
2025-03-25 02:15:00+00:00,1.080263614654541,1.0808473825454712,1.0801469087600708,1.0808473825454712,0,,NEUTRE
2025-03-25 02:30:00+00:00,1.0801469087600708,1.0804970264434814,1.0801469087600708,1.0801469087600708,0,,NEUTRE
2025-03-25 02:45:00+00:00,1.07991361618042,1.080263614654541,1.0797970294952393,1.0801469087600708,0,,NEUTRE
2025-03-25 03:00:00+00:00,1.0804970264434814,1.0804970264434814,1.07991361618042,1.07991361618042,0,,NEUTRE
2025-03-25 03:15:00+00:00,1.0803803205490112,1.0806137323379517,1.080263614654541,1.0806137323379517,0,51.10787606879192,NEUTRE
2025-03-25 03:30:00+00:00,1.0803803205490112,1.0803803205490112,1.080263614654541,1.080263614654541,0,51.10787606879192,NEUTRE
2025-03-25 03:45:00+00:00,1.0806137323379517,1.0806137323379517,1.080263614654541,1.0803803205490112,0,56.80197784966794,NEUTRE
2025-03-25 04:00:00+00:00,1.0808473825454712,1.080964207649231,1.0806137323379517,1.0807305574417114,0,61.62049844182649,NEUTRE
2025-03-25 04:15:00+00:00,1.0810810327529907,1.0810810327529907,1.0808473825454712,1.0808473825454712,0,65.7364215941405,NEUTRE
2025-03-25 04:30:00+00:00,1.0807305574417114,1.08119797706604,1.0807305574417114,1.0810810327529907,0,56.02989824578575,NEUTRE
2025-03-25 04:45:00+00:00,1.0807305574417114,1.0810810327529907,1.0806137323379517,1.0806137323379517,0,56.02989824578575,NEUTRE
2025-03-25 05:00:00+00:00,1.0804970264434814,1.0807305574417114,1.0804970264434814,1.0806137323379517,0,50.29128627325344,NEUTRE
2025-03-25 05:15:00+00:00,1.080964207649231,1.080964207649231,1.0804970264434814,1.0806137323379517,0,59.27699530572388,NEUTRE
2025-03-25 05:30:00+00:00,1.0807305574417114,1.0808473825454712,1.0806137323379517,1.0807305574417114,0,54.017767877531995,NEUTRE
2025-03-25 05:45:00+00:00,1.0806137323379517,1.0808473825454712,1.0804970264434814,1.0808473825454712,0,51.554795580448335,NEUTRE
2025-03-25 06:00:00+00:00,1.0801469087600708,1.0807305574417114,1.0801469087600708,1.0804970264434814,0,43.09839934036235,NEUTRE
2025-03-25 06:15:00+00:00,1.0800302028656006,1.0803803205490112,1.0800302028656006,1.0801469087600708,0,41.27561817012422,NEUTRE
2025-03-25 06:30:00+00:00,1.0797970294952393,1.0801469087600708,1.0797970294952393,1.07991361618042,0,37.83280993385778,NEUTRE
2025-03-25 06:45:00+00:00,1.0796804428100586,1.07991361618042,1.0794472694396973,1.0797970294952393,0,36.2066535044452,NEUTRE
2025-03-25 07:00:00+00:00,1.0803803205490112,1.0803803205490112,1.0796804428100586,1.0797970294952393,0,50.078624549028326,NEUTRE
2025-03-25 07:15:00+00:00,1.0796804428100586,1.0800302028656006,1.0793308019638062,1.0800302028656006,0,40.57647630350137,NEUTRE
2025-03-25 07:30:00+00:00,1.0789813995361328,1.079563856124878,1.0788650512695312,1.079563856124878,0,33.698685860470746,NEUTRE
2025-03-25 07:45:00+00:00,1.079097867012024,1.079563856124878,1.0789813995361328,1.0789813995361328,0,35.65559509903116,NEUTRE
2025-03-25 08:00:00+00:00,1.078515887260437,1.079097867012024,1.078515887260437,1.079097867012024,0,30.768577916866377,NEUTRE
2025-03-25 08:15:00+00:00,1.0781670808792114,1.0787487030029297,1.0781670808792114,1.078283429145813,0,28.267830201723015,ACHETER 🟢
2025-03-25 08:30:00+00:00,1.0789813995361328,1.0794472694396973,1.078283429145813,1.078283429145813,0,40.43869197570619,NEUTRE
2025-03-25 08:45:00+00:00,1.0793308019638062,1.0794472694396973,1.0789813995361328,1.079097867012024,0,44.76888623429863,NEUTRE
2025-03-25 09:00:00+00:00,1.0796804428100586,1.07991361618042,1.079097867012024,1.0793308019638062,0,48.781702022195915,NEUTRE
2025-03-25 09:15:00+00:00,1.0801469087600708,1.080263614654541,1.0797970294952393,1.0800302028656006,0,53.62288623050125,NEUTRE
2025-03-25 09:30:00+00:00,1.080263614654541,1.080263614654541,1.0797970294952393,1.0800302028656006,0,54.774656507743096,NEUTRE
2025-03-25 09:45:00+00:00,1.0803803205490112,1.0806137323379517,1.080263614654541,1.0803803205490112,0,55.95271268312952,NEUTRE
2025-03-25 10:00:00+00:00,1.081548810005188,1.081548810005188,1.0803803205490112,1.0803803205490112,0,65.61135146395867,NEUTRE
2025-03-25 10:15:00+00:00,1.0820168256759644,1.0821340084075928,1.0813149213790894,1.0813149213790894,0,68.58290189873384,NEUTRE
2025-03-25 10:30:00+00:00,1.0817828178405762,1.0821340084075928,1.0814317464828491,1.0821340084075928,0,65.53369200230229,NEUTRE
2025-03-25 10:45:00+00:00,1.08236825466156,1.082602620124817,1.0817828178405762,1.0817828178405762,0,69.22062752446524,NEUTRE
2025-03-25 11:00:00+00:00,1.0816657543182373,1.0822510719299316,1.081548810005188,1.0822510719299316,0,60.813936520517,NEUTRE
2025-03-25 11:15:00+00:00,1.08236825466156,1.082602620124817,1.0814317464828491,1.0814317464828491,0,65.34629184105121,NEUTRE
2025-03-25 11:30:00+00:00,1.0828369855880737,1.0828369855880737,1.08236825466156,1.08236825466156,0,68.00537029813752,NEUTRE
2025-03-25 11:45:00+00:00,1.0820168256759644,1.0830715894699097,1.0820168256759644,1.0829542875289917,0,59.414563342809,NEUTRE
2025-03-25 12:00:00+00:00,1.0822510719299316,1.082602620124817,1.0820168256759644,1.0821340084075928,0,60.93253876566154,NEUTRE
2025-03-25 12:15:00+00:00,1.0822510719299316,1.0824854373931885,1.0820168256759644,1.0822510719299316,0,60.93253876566154,NEUTRE
2025-03-25 12:30:00+00:00,1.0827198028564453,1.0827198028564453,1.0822510719299316,1.0824854373931885,0,64.0527269564062,NEUTRE
2025-03-25 12:45:00+00:00,1.0827198028564453,1.0833063125610352,1.0827198028564453,1.0828369855880737,0,64.05272695640619,NEUTRE
2025-03-25 13:00:00+00:00,1.0828369855880737,1.0829542875289917,1.0827198028564453,1.0827198028564453,0,64.86630423390244,NEUTRE
2025-03-25 13:15:00+00:00,1.082602620124817,1.0828369855880737,1.0822510719299316,1.0828369855880737,0,61.851244096779155,NEUTRE
2025-03-25 13:30:00+00:00,1.0828369855880737,1.0828369855880737,1.0824854373931885,1.082602620124817,0,63.669810528625135,NEUTRE
2025-03-25 13:45:00+00:00,1.0818997621536255,1.0828369855880737,1.0816657543182373,1.0824854373931885,0,52.82498886976318,NEUTRE
2025-03-25 14:00:00+00:00,1.080964207649231,1.0822510719299316,1.080964207649231,1.0822510719299316,0,44.649462392558064,NEUTRE
2025-03-25 14:15:00+00:00,1.080964207649231,1.0810810327529907,1.0806137323379517,1.0808473825454712,0,44.649462392558064,NEUTRE
2025-03-25 14:30:00+00:00,1.0816657543182373,1.0821340084075928,1.0808473825454712,1.0808473825454712,0,51.21565520282962,NEUTRE
2025-03-25 14:45:00+00:00,1.0816657543182373,1.0822510719299316,1.081548810005188,1.0816657543182373,0,51.21565520282962,NEUTRE
2025-03-25 15:00:00+00:00,1.0818997621536255,1.0818997621536255,1.081548810005188,1.081548810005188,0,53.3562216321091,NEUTRE
2025-03-25 15:15:00+00:00,1.0820168256759644,1.0822510719299316,1.0816657543182373,1.0820168256759644,0,54.43335906705302,NEUTRE
2025-03-25 15:30:00+00:00,1.08119797706604,1.0820168256759644,1.08119797706604,1.0820168256759644,0,46.367386729680746,NEUTRE
2025-03-25 15:45:00+00:00,1.0804970264434814,1.08119797706604,1.0801469087600708,1.08119797706604,0,40.794709032008925,NEUTRE
2025-03-25 16:00:00+00:00,1.0808473825454712,1.0814317464828491,1.0806137323379517,1.0806137323379517,0,44.392155270155975,NEUTRE
2025-03-25 16:15:00+00:00,1.0810810327529907,1.0814317464828491,1.0808473825454712,1.080964207649231,0,46.71735742577374,NEUTRE
2025-03-25 16:30:00+00:00,1.0814317464828491,1.081548810005188,1.0810810327529907,1.0814317464828491,0,50.09082343868992,NEUTRE
2025-03-25 16:45:00+00:00,1.080964207649231,1.081548810005188,1.0808473825454712,1.081548810005188,0,45.9171795426959,NEUTRE
2025-03-25 17:00:00+00:00,1.0813149213790894,1.0818997621536255,1.0810810327529907,1.0810810327529907,0,49.32789823230536,NEUTRE
2025-03-25 17:15:00+00:00,1.0813149213790894,1.0814317464828491,1.08119797706604,1.0814317464828491,0,49.32789823230535,NEUTRE
2025-03-25 17:30:00+00:00,1.08119797706604,1.0813149213790894,1.0810810327529907,1.08119797706604,0,48.1535138731493,NEUTRE
2025-03-25 17:45:00+00:00,1.08119797706604,1.0814317464828491,1.080964207649231,1.08119797706604,0,48.15351387314929,NEUTRE
2025-03-25 18:00:00+00:00,1.080964207649231,1.08119797706604,1.0808473825454712,1.0810810327529907,0,45.634729002384034,NEUTRE
2025-03-25 18:15:00+00:00,1.0804970264434814,1.080964207649231,1.0804970264434814,1.080964207649231,0,41.01718257318322,NEUTRE
2025-03-25 18:30:00+00:00,1.0806137323379517,1.0807305574417114,1.0803803205490112,1.0806137323379517,0,42.58022018809174,NEUTRE
2025-03-25 18:45:00+00:00,1.0801469087600708,1.0806137323379517,1.0801469087600708,1.0803803205490112,0,38.21755855710096,NEUTRE
2025-03-25 19:00:00+00:00,1.0801469087600708,1.0804970264434814,1.0800302028656006,1.0800302028656006,0,38.21755855710096,NEUTRE
2025-03-25 19:15:00+00:00,1.0794472694396973,1.0797970294952393,1.0794472694396973,1.0797970294952393,0,32.44032847956004,NEUTRE
2025-03-25 19:30:00+00:00,1.0801469087600708,1.0801469087600708,1.079563856124878,1.079563856124878,0,41.89890393290885,NEUTRE
2025-03-25 19:45:00+00:00,1.0797970294952393,1.0801469087600708,1.0797970294952393,1.0801469087600708,0,38.96125546055876,NEUTRE
2025-03-25 20:00:00+00:00,1.0794472694396973,1.0797970294952393,1.0793308019638062,1.0797970294952393,0,36.226841153768106,NEUTRE
2025-03-25 20:15:00+00:00,1.0794472694396973,1.0796804428100586,1.0794472694396973,1.079563856124878,0,36.2268411537681,NEUTRE
2025-03-25 20:30:00+00:00,1.079563856124878,1.079563856124878,1.0793308019638062,1.0794472694396973,0,37.911419514480805,NEUTRE
2025-03-25 20:45:00+00:00,1.079563856124878,1.079563856124878,1.0793308019638062,1.079563856124878,0,37.911419514480805,NEUTRE
2025-03-25 21:00:00+00:00,1.079563856124878,1.0796804428100586,1.0794472694396973,1.0794472694396973,0,37.911419514480805,NEUTRE
2025-03-25 21:15:00+00:00,1.079563856124878,1.0796804428100586,1.0794472694396973,1.0794472694396973,0,37.911419514480805,NEUTRE
2025-03-25 21:30:00+00:00,1.0794472694396973,1.0797970294952393,1.0794472694396973,1.079563856124878,0,36.610652569916404,NEUTRE
2025-03-25 21:45:00+00:00,1.0794472694396973,1.0797970294952393,1.0793308019638062,1.0794472694396973,0,36.610652569916404,NEUTRE
2025-03-25 22:00:00+00:00,1.079563856124878,1.0796804428100586,1.0793308019638062,1.0794472694396973,0,39.036528053233454,NEUTRE
2025-03-25 22:15:00+00:00,1.0793308019638062,1.079563856124878,1.0793308019638062,1.079563856124878,0,36.065310258196995,NEUTRE
2025-03-25 22:30:00+00:00,1.079214334487915,1.0794472694396973,1.079214334487915,1.0794472694396973,0,34.646089321409264,NEUTRE
2025-03-25 22:45:00+00:00,1.079214334487915,1.079563856124878,1.079097867012024,1.0793308019638062,0,34.646089321409264,NEUTRE
2025-03-25 23:00:00+00:00,1.079097867012024,1.079214334487915,1.0789813995361328,1.079214334487915,0,33.13391300752761,NEUTRE
2025-03-25 23:15:00+00:00,1.0789813995361328,1.079214334487915,1.0789813995361328,1.079097867012024,0,31.646411662832364,NEUTRE
